delivery_id,order_id,order_item,expected_delivery_time_min,actual_delivery_time_min,delivery_item,distance_km
DEL202502015578,ORD202502015578,9,43,55,9,2.9
DEL202502000422,ORD202502000422,9,31,42,9,4.1
DEL202502003635,ORD202502003635,6,33,38,6,7.1
DEL202502010660,ORD202502010660,6,30,32,4,6.2
DEL202502007641,ORD202502007641,4,38,49,4,4.3
DEL202502020930,ORD202502020930,6,30,34,6,1.2
DEL202502001677,ORD202502001677,4,36,35,4,3.9
DEL202502021857,ORD202502021857,3,40,47,3,6.2
DEL202502005262,ORD202502005262,5,33,47,5,7.3
DEL202502004500,ORD202502004500,6,31,42,6,6.7
DEL202502023657,ORD202502023657,4,40,45,2,1.5
DEL202502009624,ORD202502009624,1,35,42,1,6.3
DEL202502022791,ORD202502022791,4,41,48,4,4.5
DEL202502007855,ORD202502007855,4,45,40,4,5.3
DEL202502014721,ORD202502014721,8,40,34,8,5.1
DEL202502005535,ORD202502005535,4,37,35,4,5.1
DEL202502013511,ORD202502013511,2,40,41,2,2.2
DEL202502019589,ORD202502019589,12,44,25,12,4.9
DEL202502002299,ORD202502002299,3,30,46,3,7.4
DEL202502012717,ORD202502012717,1,33,42,1,4.6
DEL202502000470,ORD202502000470,8,44,32,8,6.9
DEL202502015567,ORD202502015567,4,39,44,4,3.4
DEL202502022315,ORD202502022315,6,35,40,6,1.3
DEL202502017158,ORD202502017158,1,32,50,1,6.4
DEL202502012996,ORD202502012996,1,43,33,3,5.1
DEL202502014813,ORD202502014813,2,32,40,2,5.4
DEL202502022929,ORD202502022929,3,31,41,3,7.1
DEL202502017455,ORD202502017455,8,30,43,8,6.6
DEL202502024919,ORD202502024919,1,38,35,1,5.6
DEL202502012837,ORD202502012837,2,43,29,2,6.2
DEL202502015262,ORD202502015262,3,43,39,3,7.7
DEL202502004815,ORD202502004815,6,38,48,6,7.3
DEL202502019295,ORD202502019295,2,40,33,2,1.5
DEL202502006845,ORD202502006845,4,44,40,4,6.2
DEL202502023637,ORD202502023637,2,32,41,2,1.1
DEL202502001722,ORD202502001722,4,37,42,4,8
DEL202502007568,ORD202502007568,7,32,40,7,3.2
DEL202502022490,ORD202502022490,5,40,52,6,6.7
DEL202502007059,ORD202502007059,2,42,40,2,6.9
DEL202502020186,ORD202502020186,7,32,55,5,7.5
DEL202502009924,ORD202502009924,2,37,47,2,4.1
DEL202502024148,ORD202502024148,6,38,38,6,2.6
DEL202502011022,ORD202502011022,6,42,45,7,7.1
DEL202502016791,ORD202502016791,2,34,52,2,4.7
DEL202502019381,ORD202502019381,5,41,47,5,4.5
DEL202502010989,ORD202502010989,6,39,46,6,5
DEL202502003701,ORD202502003701,3,44,44,3,7.2
DEL202502008926,ORD202502008926,11,35,41,11,4.8
DEL202502013381,ORD202502013381,3,32,43,3,2.8
DEL202502003407,ORD202502003407,3,36,38,3,2.9
DEL202502014704,ORD202502014704,,34,,,6.4
DEL202502018229,ORD202502018229,5,36,55,5,4.8
DEL202502021945,ORD202502021945,4,34,34,4,4.7
DEL202502002926,ORD202502002926,2,41,32,2,7.3
DEL202502014926,ORD202502014926,3,35,45,3,7.8
DEL202502012089,ORD202502012089,1,43,42,1,7.1
DEL202502020440,ORD202502020440,3,32,49,3,5.2
DEL202502007517,ORD202502007517,1,40,32,1,5.6
DEL202502018501,ORD202502018501,3,36,47,3,4.1
DEL202502001134,ORD202502001134,,32,,,1.3
DEL202502010892,ORD202502010892,1,30,32,1,7.4
DEL202502009180,ORD202502009180,4,36,55,2,4.6
DEL202502005053,ORD202502005053,,45,,,2.7
DEL202502020908,ORD202502020908,3,42,42,3,5.3
DEL202502010046,ORD202502010046,9,33,31,11,1.3
DEL202502023611,ORD202502023611,4,30,50,4,3.1
DEL202502014277,ORD202502014277,1,38,31,1,7.3
DEL202502013639,ORD202502013639,4,45,43,4,2.2
DEL202502002985,ORD202502002985,6,34,30,6,3.6
DEL202502014137,ORD202502014137,4,40,39,6,1.5
DEL202502013431,ORD202502013431,2,35,55,2,3.5
DEL202502015665,ORD202502015665,4,33,37,3,5.6
DEL202502023721,ORD202502023721,7,43,55,7,6.7
DEL202502020156,ORD202502020156,4,45,26,2,6.3
DEL202502021015,ORD202502021015,5,37,38,5,4.2
DEL202502013935,ORD202502013935,6,38,51,6,4.6
DEL202502010744,ORD202502010744,10,35,51,10,1.1
DEL202502004141,ORD202502004141,10,34,45,10,2.6
DEL202502011059,ORD202502011059,12,35,29,11,2.3
DEL202502016480,ORD202502016480,1,42,29,1,3.1
DEL202502022636,ORD202502022636,,45,,,1.9
DEL202502004626,ORD202502004626,3,36,40,3,7.1
DEL202502005503,ORD202502005503,2,36,52,2,5.1
DEL202502021623,ORD202502021623,5,36,49,5,5.3
DEL202502020758,ORD202502020758,3,43,46,3,6.7
DEL202502011547,ORD202502011547,2,35,31,2,2.7
DEL202502008444,ORD202502008444,7,40,47,7,4
DEL202502018774,ORD202502018774,3,34,36,3,5.5
DEL202502018370,ORD202502018370,5,35,45,7,5.5
DEL202502023331,ORD202502023331,5,42,39,5,6.6
DEL202502017228,ORD202502017228,,39,,,7
DEL202502004204,ORD202502004204,1,33,28,1,1.1
DEL202502002273,ORD202502002273,10,37,38,10,7.8
DEL202502020263,ORD202502020263,11,44,53,11,6.3
DEL202502002266,ORD202502002266,3,34,33,4,2.2
DEL202502008431,ORD202502008431,8,44,40,8,1.9
DEL202502014652,ORD202502014652,4,34,39,4,5.3
DEL202502003414,ORD202502003414,8,44,31,8,2.7
DEL202502008147,ORD202502008147,6,39,54,6,5.3
DEL202502018826,ORD202502018826,1,33,42,1,1.8
DEL202502011879,ORD202502011879,5,43,43,5,4.1
DEL202502014623,ORD202502014623,8,36,36,8,1.8
DEL202502011761,ORD202502011761,4,38,36,4,3.8
DEL202502024371,ORD202502024371,5,39,41,5,4.9
DEL202502014545,ORD202502014545,1,35,30,1,4.8
DEL202502012328,ORD202502012328,7,34,44,7,4.7
DEL202502022694,ORD202502022694,7,32,37,7,2.8
DEL202502011146,ORD202502011146,7,42,36,7,6.1
DEL202502008006,ORD202502008006,5,45,44,7,4.8
DEL202502013043,ORD202502013043,2,37,26,2,1.8
DEL202502002737,ORD202502002737,3,36,48,3,6.5
DEL202502020164,ORD202502020164,,34,,,2.9
DEL202502011462,ORD202502011462,3,30,48,3,7.1
DEL202502004849,ORD202502004849,3,41,25,3,6.1
DEL202502009370,ORD202502009370,4,40,54,2,4.5
DEL202502024389,ORD202502024389,,30,,,6.7
DEL202502001789,ORD202502001789,3,43,50,3,3.7
DEL202502019610,ORD202502019610,3,36,34,3,7.4
DEL202502018200,ORD202502018200,8,39,38,8,5.3
DEL202502014008,ORD202502014008,3,43,33,3,6.9
DEL202502016920,ORD202502016920,2,38,34,2,2.3
DEL202502013936,ORD202502013936,8,41,35,8,7.7
DEL202502006996,ORD202502006996,6,38,44,6,4.6
DEL202502008184,ORD202502008184,3,35,51,3,5.4
DEL202502023437,ORD202502023437,11,43,47,11,4
DEL202502008217,ORD202502008217,1,36,45,1,4.6
DEL202502002020,ORD202502002020,2,40,52,2,6.5
DEL202502019083,ORD202502019083,3,39,31,3,3
DEL202502002252,ORD202502002252,9,37,42,9,5.3
DEL202502001048,ORD202502001048,5,35,27,5,5.3
DEL202502007782,ORD202502007782,6,31,27,6,2.3
DEL202502015495,ORD202502015495,9,36,25,9,7.9
DEL202502021011,ORD202502021011,9,44,36,9,7.9
DEL202502024732,ORD202502024732,1,39,43,1,3.6
DEL202502006668,ORD202502006668,5,39,44,5,6.7
DEL202502021925,ORD202502021925,2,33,49,2,2.3
DEL202502002705,ORD202502002705,6,40,46,6,5.4
DEL202502019660,ORD202502019660,9,35,32,9,1.1
DEL202502022000,ORD202502022000,3,45,47,3,7.1
DEL202502016343,ORD202502016343,5,41,37,5,3.2
DEL202502015615,ORD202502015615,6,31,25,6,6.2
DEL202502021767,ORD202502021767,2,36,40,3,3.8
DEL202502021480,ORD202502021480,3,33,39,3,2.9
DEL202502012312,ORD202502012312,4,45,44,4,4.4
DEL202502023334,ORD202502023334,3,37,39,3,4
DEL202502015522,ORD202502015522,9,40,33,9,7.4
DEL202502022104,ORD202502022104,5,36,40,5,6.2
DEL202502003838,ORD202502003838,1,44,36,1,5.3
DEL202502024080,ORD202502024080,3,40,44,3,1.7
DEL202502001796,ORD202502001796,4,39,34,4,5.8
DEL202502021332,ORD202502021332,4,45,45,4,1.6
DEL202502009758,ORD202502009758,1,43,53,1,7.1
DEL202502012651,ORD202502012651,5,38,42,6,2.9
DEL202502007129,ORD202502007129,2,40,27,2,4.7
DEL202502015256,ORD202502015256,6,35,46,6,7.7
DEL202502006721,ORD202502006721,9,41,47,9,7.4
DEL202502000384,ORD202502000384,8,35,35,8,7.2
DEL202502009585,ORD202502009585,,42,,,1
DEL202502017770,ORD202502017770,11,36,42,11,3
DEL202502013132,ORD202502013132,6,35,40,6,2.4
DEL202502003897,ORD202502003897,10,34,45,10,1.4
DEL202502006768,ORD202502006768,5,35,32,5,5.6
DEL202502021600,ORD202502021600,4,41,43,4,5.3
DEL202502010636,ORD202502010636,3,41,37,3,7.4
DEL202502006574,ORD202502006574,12,36,25,12,3.2
DEL202502004888,ORD202502004888,5,30,41,5,1.9
DEL202502015952,ORD202502015952,8,43,42,8,4.6
DEL202502011069,ORD202502011069,3,31,39,3,1.9
DEL202502012557,ORD202502012557,7,42,30,7,1.8
DEL202502018252,ORD202502018252,3,40,25,3,2
DEL202502011687,ORD202502011687,2,39,40,2,6.3
DEL202502022975,ORD202502022975,2,42,39,2,7.1
DEL202502023247,ORD202502023247,3,43,33,3,2.2
DEL202502021603,ORD202502021603,3,44,38,3,2.2
DEL202502021949,ORD202502021949,4,40,26,4,5.2
DEL202502020508,ORD202502020508,8,34,39,8,4.3
DEL202502010813,ORD202502010813,10,32,38,12,2.3
DEL202502019500,ORD202502019500,3,36,39,3,1.6
DEL202502024590,ORD202502024590,3,41,54,3,4.1
DEL202502004625,ORD202502004625,6,34,27,6,3.1
DEL202502003252,ORD202502003252,8,34,33,7,7.8
DEL202502020168,ORD202502020168,2,39,33,2,7.4
DEL202502019285,ORD202502019285,5,31,28,5,4.3
DEL202502011744,ORD202502011744,3,39,36,3,5.3
DEL202502019764,ORD202502019764,3,30,44,3,1.3
DEL202502022781,ORD202502022781,3,30,32,3,7.1
DEL202502014085,ORD202502014085,2,31,53,2,7.4
DEL202502005745,ORD202502005745,5,41,33,5,5.9
DEL202502022415,ORD202502022415,8,33,43,8,5.2
DEL202502017700,ORD202502017700,3,42,45,3,6.1
DEL202502001271,ORD202502001271,8,35,54,8,2.1
DEL202502024076,ORD202502024076,5,45,31,5,6.6
DEL202502012134,ORD202502012134,,31,,,2.3
DEL202502011421,ORD202502011421,,30,,,5.2
DEL202502005992,ORD202502005992,4,44,52,4,3.7
DEL202502014782,ORD202502014782,4,45,38,4,5.6
DEL202502011126,ORD202502011126,13,43,35,13,5.4
DEL202502015545,ORD202502015545,5,37,45,5,3.2
DEL202502023311,ORD202502023311,8,43,48,6,7
DEL202502020898,ORD202502020898,,42,,,6.3
DEL202502001978,ORD202502001978,8,42,55,9,7
DEL202502005227,ORD202502005227,6,34,25,6,1.5
DEL202502012800,ORD202502012800,6,35,39,6,3.8
DEL202502023684,ORD202502023684,3,33,37,3,5
DEL202502004647,ORD202502004647,3,45,50,3,6.2
DEL202502001961,ORD202502001961,3,38,32,5,3.4
DEL202502016459,ORD202502016459,7,30,34,7,4.5
DEL202502007222,ORD202502007222,10,34,29,10,3.1
DEL202502005685,ORD202502005685,9,43,36,9,7.9
DEL202502000992,ORD202502000992,4,36,29,4,6.9
DEL202502024008,ORD202502024008,5,34,31,5,2.3
DEL202502024654,ORD202502024654,7,45,32,7,7.6
DEL202502018795,ORD202502018795,4,33,35,4,3.2
DEL202502007833,ORD202502007833,1,31,32,1,5
DEL202502005381,ORD202502005381,8,42,36,8,2.1
DEL202502023817,ORD202502023817,3,35,42,3,1.3
DEL202502019302,ORD202502019302,4,40,55,4,3.4
DEL202502014751,ORD202502014751,9,32,36,9,6
DEL202502022198,ORD202502022198,,41,,,7.7
DEL202502001316,ORD202502001316,7,38,39,7,2.8
DEL202502021808,ORD202502021808,5,40,25,5,5.6
DEL202502004084,ORD202502004084,6,40,47,6,3.4
DEL202502020834,ORD202502020834,1,30,55,1,3.5
DEL202502020708,ORD202502020708,3,41,41,3,5.7
DEL202502007953,ORD202502007953,3,37,43,3,1.7
DEL202502008089,ORD202502008089,4,31,35,4,1.7
DEL202502024891,ORD202502024891,3,30,32,3,5.8
DEL202502019580,ORD202502019580,7,45,39,7,5.7
DEL202502011504,ORD202502011504,4,38,46,4,3.5
DEL202502010414,ORD202502010414,10,42,38,10,4.2
DEL202502017917,ORD202502017917,4,35,49,4,2.5
DEL202502016816,ORD202502016816,8,35,32,8,1.3
DEL202502007342,ORD202502007342,3,33,29,3,2.1
DEL202502011076,ORD202502011076,2,39,46,2,5.2
DEL202502001009,ORD202502001009,5,36,44,5,6.7
DEL202502015857,ORD202502015857,,45,,,1.6
DEL202502022266,ORD202502022266,2,34,42,2,4.1
DEL202502014780,ORD202502014780,4,38,47,4,3.9
DEL202502000851,ORD202502000851,4,30,36,4,1.5
DEL202502016562,ORD202502016562,7,37,45,7,4.2
DEL202502021911,ORD202502021911,4,34,35,4,3.8
DEL202502008214,ORD202502008214,6,30,51,5,1
DEL202502018387,ORD202502018387,2,39,42,2,6.3
DEL202502007437,ORD202502007437,7,30,38,7,6.5
DEL202502008540,ORD202502008540,1,42,46,1,5.5
DEL202502018107,ORD202502018107,3,32,40,3,2.7
DEL202502003383,ORD202502003383,2,41,42,1,5.8
DEL202502005263,ORD202502005263,10,43,26,10,3.3
DEL202502001874,ORD202502001874,11,40,44,11,2.4
DEL202502002761,ORD202502002761,5,45,34,6,7.6
DEL202502018766,ORD202502018766,3,43,27,3,7.5
DEL202502012168,ORD202502012168,1,42,38,1,7.6
DEL202502013392,ORD202502013392,2,35,41,2,3.9
DEL202502014016,ORD202502014016,7,42,27,7,7.1
DEL202502003923,ORD202502003923,1,35,46,1,6.6
DEL202502010351,ORD202502010351,3,33,50,3,6.4
DEL202502024180,ORD202502024180,4,45,54,6,6.3
DEL202502010963,ORD202502010963,6,33,36,6,1.7
DEL202502016160,ORD202502016160,9,45,25,9,3.6
DEL202502015876,ORD202502015876,10,41,45,10,6.7
DEL202502004303,ORD202502004303,10,45,50,9,4.2
DEL202502013928,ORD202502013928,3,34,34,3,4
DEL202502014868,ORD202502014868,7,36,27,7,5.2
DEL202502016854,ORD202502016854,3,41,50,5,4.1
DEL202502004476,ORD202502004476,7,39,42,7,7.5
DEL202502024000,ORD202502024000,2,44,44,2,4
DEL202502003287,ORD202502003287,7,31,55,7,6.6
DEL202502007112,ORD202502007112,9,40,34,9,7.7
DEL202502017536,ORD202502017536,2,30,44,1,6.8
DEL202502011618,ORD202502011618,4,42,46,4,4.8
DEL202502014740,ORD202502014740,6,45,37,6,5.6
DEL202502012218,ORD202502012218,6,32,26,6,5.9
DEL202502005622,ORD202502005622,1,34,30,1,2
DEL202502014202,ORD202502014202,3,32,35,3,2.7
DEL202502000029,ORD202502000029,1,44,41,1,3.1
DEL202502018136,ORD202502018136,3,44,40,3,5
DEL202502000846,ORD202502000846,4,42,40,5,8
DEL202502021363,ORD202502021363,2,33,46,2,4.5
DEL202502016785,ORD202502016785,1,44,39,1,7.9
DEL202502024250,ORD202502024250,8,45,39,8,7.7
DEL202502021935,ORD202502021935,7,30,33,7,3.6
DEL202502004212,ORD202502004212,6,35,35,6,6.4
DEL202502020372,ORD202502020372,1,41,38,1,2.6
DEL202502003814,ORD202502003814,4,40,42,4,6.3
DEL202502003399,ORD202502003399,6,31,42,6,2
DEL202502022995,ORD202502022995,8,35,53,10,1.2
DEL202502019150,ORD202502019150,1,32,40,1,4.8
DEL202502002408,ORD202502002408,4,40,54,4,1.9
DEL202502016445,ORD202502016445,6,42,33,6,5.8
DEL202502005941,ORD202502005941,5,36,25,5,2.2
DEL202502015223,ORD202502015223,7,45,36,7,3.3
DEL202502019783,ORD202502019783,1,37,29,1,4.2
DEL202502008768,ORD202502008768,3,31,43,3,3.4
DEL202502016538,ORD202502016538,4,36,35,4,6.3
DEL202502012810,ORD202502012810,,34,,,5.3
DEL202502016208,ORD202502016208,5,39,39,4,6
DEL202502001419,ORD202502001419,5,43,25,5,3.8
DEL202502013306,ORD202502013306,1,33,36,3,6.7
DEL202502004259,ORD202502004259,1,38,42,1,5.8
DEL202502003827,ORD202502003827,8,35,36,8,1.8
DEL202502013119,ORD202502013119,5,37,50,5,2.8
DEL202502010659,ORD202502010659,3,42,44,3,3.3
DEL202502019616,ORD202502019616,10,36,46,10,3
DEL202502023867,ORD202502023867,6,30,53,7,3.8
DEL202502011211,ORD202502011211,1,39,33,1,2.1
DEL202502022068,ORD202502022068,7,37,37,6,4.7
DEL202502001536,ORD202502001536,8,34,55,8,3.2
DEL202502018657,ORD202502018657,3,39,35,3,6
DEL202502021116,ORD202502021116,6,42,37,6,3
DEL202502018582,ORD202502018582,5,41,42,5,4.9
DEL202502004254,ORD202502004254,5,42,45,5,5.8
DEL202502018096,ORD202502018096,6,41,49,6,6.3
DEL202502000023,ORD202502000023,4,44,55,4,2.6
DEL202502021723,ORD202502021723,2,36,38,2,7.7
DEL202502003512,ORD202502003512,3,44,37,3,6.3
DEL202502002283,ORD202502002283,11,44,42,11,4.2
DEL202502023352,ORD202502023352,6,42,45,8,7
DEL202502013011,ORD202502013011,3,30,34,3,4.7
DEL202502003403,ORD202502003403,3,35,42,3,4.8
DEL202502015872,ORD202502015872,2,39,43,2,4.9
DEL202502004925,ORD202502004925,,41,,,4.4
DEL202502013819,ORD202502013819,6,44,55,6,7.9
DEL202502003661,ORD202502003661,5,34,33,5,3.8
DEL202502015391,ORD202502015391,2,32,37,2,1.8
DEL202502006687,ORD202502006687,6,34,41,7,4.1
DEL202502004445,ORD202502004445,2,30,46,2,2.6
DEL202502002395,ORD202502002395,,34,,,7.1
DEL202502011861,ORD202502011861,2,40,55,2,5.5
DEL202502011226,ORD202502011226,2,42,28,4,3.1
DEL202502007434,ORD202502007434,,45,,,1.7
DEL202502014378,ORD202502014378,2,36,39,2,7.3
DEL202502014534,ORD202502014534,2,30,43,2,5.2
DEL202502021394,ORD202502021394,1,37,46,1,3.9
DEL202502014588,ORD202502014588,2,40,43,2,6.4
DEL202502022916,ORD202502022916,6,36,46,7,3.7
DEL202502022200,ORD202502022200,1,31,42,1,5.2
DEL202502004258,ORD202502004258,3,45,53,3,3.3
DEL202502015143,ORD202502015143,6,43,32,6,2.9
DEL202502020352,ORD202502020352,7,42,38,7,3
DEL202502018659,ORD202502018659,2,31,32,2,3
DEL202502015302,ORD202502015302,2,41,25,2,3.5
DEL202502018577,ORD202502018577,6,35,36,6,6.1
DEL202502005022,ORD202502005022,4,32,55,4,4.3
DEL202502020189,ORD202502020189,7,38,49,7,8
DEL202502000325,ORD202502000325,7,40,36,7,7.1
DEL202502008852,ORD202502008852,3,41,42,3,6.7
DEL202502000127,ORD202502000127,4,45,51,3,4.8
DEL202502005662,ORD202502005662,2,33,35,2,4.6
DEL202502004563,ORD202502004563,5,44,48,5,1.2
DEL202502010134,ORD202502010134,7,36,33,7,2.4
DEL202502015247,ORD202502015247,4,32,39,4,1.7
DEL202502004485,ORD202502004485,5,45,40,5,1.8
DEL202502003349,ORD202502003349,3,40,34,3,3
DEL202502021398,ORD202502021398,8,45,48,8,1.6
DEL202502011658,ORD202502011658,2,39,46,3,3.6
DEL202502000843,ORD202502000843,2,44,25,2,4.3
DEL202502020124,ORD202502020124,5,35,40,5,5.5
DEL202502013363,ORD202502013363,2,35,50,2,3.6
DEL202502008011,ORD202502008011,4,45,38,4,4.6
DEL202502020355,ORD202502020355,4,30,42,4,6.6
DEL202502024942,ORD202502024942,7,31,25,5,3.8
DEL202502004023,ORD202502004023,5,45,33,5,7
DEL202502002468,ORD202502002468,4,44,35,4,3.1
DEL202502006795,ORD202502006795,5,39,42,5,3.8
DEL202502002183,ORD202502002183,3,30,35,3,2
DEL202502012303,ORD202502012303,3,39,43,3,5
DEL202502018553,ORD202502018553,6,43,38,6,3.3
DEL202502016522,ORD202502016522,6,31,33,6,3.9
DEL202502020797,ORD202502020797,7,37,36,7,1.8
DEL202502019296,ORD202502019296,3,35,35,3,2.6
DEL202502019172,ORD202502019172,2,41,55,2,4.8
DEL202502023573,ORD202502023573,7,36,36,7,7.1
DEL202502011125,ORD202502011125,7,42,33,7,2.7
DEL202502013632,ORD202502013632,4,42,39,4,2
DEL202502005537,ORD202502005537,6,40,49,6,1.3
DEL202502010505,ORD202502010505,6,40,40,6,7
DEL202502011100,ORD202502011100,7,40,25,9,1.5
DEL202502000599,ORD202502000599,1,31,48,2,5.8
DEL202502009742,ORD202502009742,2,35,33,2,3.4
DEL202502018242,ORD202502018242,3,42,32,3,4.7
DEL202502017899,ORD202502017899,4,35,38,2,6.6
DEL202502016637,ORD202502016637,11,30,45,11,5.9
DEL202502008801,ORD202502008801,8,43,25,9,4.6
DEL202502015412,ORD202502015412,2,37,31,2,5.5
DEL202502016100,ORD202502016100,11,31,54,11,1.4
DEL202502008838,ORD202502008838,7,42,30,7,6.1
DEL202502020121,ORD202502020121,,45,,,3.1
DEL202502024187,ORD202502024187,3,42,35,3,6.8
DEL202502008799,ORD202502008799,2,45,40,2,4.9
DEL202502024032,ORD202502024032,3,36,51,3,1.4
DEL202502013883,ORD202502013883,5,31,41,5,2.6
DEL202502023701,ORD202502023701,1,45,34,1,5.6
DEL202502020647,ORD202502020647,5,38,37,5,2.7
DEL202502024492,ORD202502024492,2,30,29,2,1.6
DEL202502021668,ORD202502021668,1,44,55,1,1.7
DEL202502015861,ORD202502015861,5,34,42,5,2
DEL202502018033,ORD202502018033,3,36,49,3,3.1
DEL202502011532,ORD202502011532,4,38,55,4,2.5
DEL202502021321,ORD202502021321,4,37,33,3,2.1
DEL202502017920,ORD202502017920,7,35,35,7,7.1
DEL202502009861,ORD202502009861,10,45,47,10,1.9
DEL202502007464,ORD202502007464,1,44,53,1,4.8
DEL202502008442,ORD202502008442,,45,,,7
DEL202502009360,ORD202502009360,9,33,36,9,3.8
DEL202502022133,ORD202502022133,3,37,34,3,2.3
DEL202502022838,ORD202502022838,5,32,44,5,4.5
DEL202502013315,ORD202502013315,5,33,40,5,6.1
DEL202502016229,ORD202502016229,3,42,45,3,6.4
DEL202502021675,ORD202502021675,4,39,45,4,7.7
DEL202502011132,ORD202502011132,13,34,53,13,2.4
DEL202502000920,ORD202502000920,4,34,36,2,2
DEL202502002906,ORD202502002906,4,38,38,4,2.1
DEL202502010179,ORD202502010179,6,42,44,6,4.1
DEL202502016555,ORD202502016555,4,38,37,4,7.3
DEL202502016604,ORD202502016604,6,35,37,6,6.5
DEL202502000077,ORD202502000077,4,36,29,4,5.3
DEL202502022538,ORD202502022538,4,41,55,4,7.8
DEL202502003919,ORD202502003919,2,44,38,2,5.9
DEL202502017624,ORD202502017624,2,34,42,2,2
DEL202502013614,ORD202502013614,3,40,34,3,2.5
DEL202502016152,ORD202502016152,3,34,42,4,1.7
DEL202502000832,ORD202502000832,7,37,35,7,5.5
DEL202502003527,ORD202502003527,1,42,27,1,7.6
DEL202502019829,ORD202502019829,1,43,38,3,7.2
DEL202502020385,ORD202502020385,5,34,25,7,2.6
DEL202502021495,ORD202502021495,8,45,39,9,3.4
DEL202502005342,ORD202502005342,3,38,46,3,1.5
DEL202502010014,ORD202502010014,1,35,37,1,1
DEL202502009087,ORD202502009087,3,39,31,3,5.1
DEL202502011775,ORD202502011775,3,37,34,3,7.8
DEL202502012905,ORD202502012905,5,35,44,4,2.1
DEL202502003884,ORD202502003884,2,31,26,2,7.6
DEL202502009269,ORD202502009269,3,44,39,5,3.1
DEL202502006623,ORD202502006623,2,32,48,2,2.9
DEL202502007143,ORD202502007143,3,33,54,1,3.3
DEL202502007893,ORD202502007893,6,35,34,6,2.2
DEL202502023847,ORD202502023847,4,31,40,4,1
DEL202502009911,ORD202502009911,1,44,48,1,3
DEL202502013096,ORD202502013096,4,34,38,4,5.4
DEL202502017276,ORD202502017276,6,44,26,6,6.9
DEL202502023300,ORD202502023300,6,40,41,4,2.9
DEL202502001572,ORD202502001572,5,44,40,5,3.3
DEL202502018816,ORD202502018816,1,39,31,1,5.1
DEL202502009905,ORD202502009905,7,41,45,7,7.9
DEL202502023268,ORD202502023268,7,36,38,7,3.6
DEL202502006662,ORD202502006662,3,37,44,3,1
DEL202502002488,ORD202502002488,3,43,52,3,2.7
DEL202502019194,ORD202502019194,5,34,43,5,2
DEL202502001030,ORD202502001030,1,45,42,1,4.5
DEL202502005767,ORD202502005767,2,37,50,2,5.9
DEL202502010594,ORD202502010594,9,35,25,9,4.7
DEL202502010491,ORD202502010491,6,37,40,6,5.3
DEL202502022674,ORD202502022674,3,34,25,3,2
DEL202502015840,ORD202502015840,4,43,38,4,5.1
DEL202502017523,ORD202502017523,4,42,36,4,3.1
DEL202502014700,ORD202502014700,6,35,39,6,1.7
DEL202502022510,ORD202502022510,3,30,39,3,7.4
DEL202502021656,ORD202502021656,1,31,43,1,5
DEL202502021522,ORD202502021522,4,31,36,4,3.7
DEL202502017280,ORD202502017280,6,41,46,6,2.3
DEL202502017656,ORD202502017656,1,41,47,1,2.1
DEL202502002578,ORD202502002578,3,38,45,3,5.8
DEL202502021140,ORD202502021140,1,31,38,1,1.1
DEL202502021076,ORD202502021076,,36,,,1.2
DEL202502014121,ORD202502014121,5,35,53,7,1.3
DEL202502000556,ORD202502000556,11,30,35,11,1.2
DEL202502011091,ORD202502011091,,37,,,5.4
DEL202502007694,ORD202502007694,6,43,42,6,7.2
DEL202502024730,ORD202502024730,1,43,35,1,7.2
DEL202502018277,ORD202502018277,5,37,40,5,2.5
DEL202502024391,ORD202502024391,4,43,42,4,5.7
DEL202502011293,ORD202502011293,6,38,36,6,4.2
DEL202502007844,ORD202502007844,6,31,30,8,1.7
DEL202502012847,ORD202502012847,6,45,35,5,1.3
DEL202502007202,ORD202502007202,6,45,41,5,7.7
DEL202502013421,ORD202502013421,1,40,30,1,3.8
DEL202502015249,ORD202502015249,1,33,37,1,5.5
DEL202502020712,ORD202502020712,6,40,41,7,4.4
DEL202502005097,ORD202502005097,7,36,55,7,1.4
DEL202502000331,ORD202502000331,5,34,47,5,3.5
DEL202502012056,ORD202502012056,1,31,43,1,7.7
DEL202502005054,ORD202502005054,6,38,36,6,2.9
DEL202502015428,ORD202502015428,5,30,48,7,3.2
DEL202502022571,ORD202502022571,1,35,37,1,5.1
DEL202502012600,ORD202502012600,5,36,31,5,1
DEL202502002895,ORD202502002895,3,37,30,3,2.6
DEL202502016146,ORD202502016146,5,39,47,5,6.5
DEL202502010250,ORD202502010250,6,31,30,6,1.1
DEL202502011659,ORD202502011659,7,33,41,7,6.8
DEL202502001235,ORD202502001235,5,44,52,5,3.2
DEL202502014885,ORD202502014885,4,43,40,4,1.5
DEL202502017643,ORD202502017643,1,35,41,1,7.4
DEL202502006905,ORD202502006905,9,36,44,9,4.7
DEL202502005199,ORD202502005199,1,41,40,1,6.4
DEL202502014270,ORD202502014270,4,37,31,4,1.8
DEL202502013316,ORD202502013316,6,40,40,6,6.8
DEL202502008777,ORD202502008777,4,42,26,4,8
DEL202502017143,ORD202502017143,5,45,30,5,5.7
DEL202502011074,ORD202502011074,7,45,25,7,2.1
DEL202502021882,ORD202502021882,4,42,33,4,1.8
DEL202502001484,ORD202502001484,3,34,40,3,3.3
DEL202502008725,ORD202502008725,1,35,42,1,6.7
DEL202502014050,ORD202502014050,5,33,43,5,2.1
DEL202502005479,ORD202502005479,4,31,37,5,5.3
